,avg_attn_auc,std_attn_auc,all_attn_avg,sig_attn_avg,bkg_attn_avg,all_attn_std,sig_attn_std,bkg_attn_std
pgexplainer,0.9593332791149677,0.6666946598445819,0.579768180847168,0.8212697505950928,0.4762674868106842,0.36097490787506104,0.342691034078598,0.36881086230278015
